id,popularity,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
235412,0.6,The Lord's Challenge,1,1,en,0,0.0,Joshua Daniel of Laymen's Evangelical Fellowship educates people with facts from the Bible.,False,,2016-05-29,2016-05-29,,True,The Lord's Challenge,,Scripted,Returning Series,,,,,,US,,,,0
235413,0.6,The Loot,1,1,en,0,0.0,"Struggling to make the ends meet, Muthu decides to steal money for his sister's education. What starts on serious note, turns out to be a comedy of errors.",False,,2021-11-12,2021-11-12,,True,The Loot,,Scripted,Returning Series,,,,,,US,,,,0
235414,0.6,The SnG Shenanigans,1,1,en,0,0.0,"Presenting rib-tickling improvs and sketches by the popular comic group, Schitzengiggles Comedy (SnG). Do not miss!",False,,2016-04-12,2016-04-12,,True,The SnG Shenanigans,,Scripted,Returning Series,,,,,,US,,,,0
235415,0.734,Thums Up Toofani Biryani Hunt,1,1,en,0,0.0,"Celebrity chef Ranveer Brar tastes and recreates the legendary Biryanis of Andhra Pradesh and Telangana, albeit with a Toofani twist by Anchor Ravi.",False,,2023-05-03,2023-05-03,,True,Thums Up Toofani Biryani Hunt,,Scripted,Returning Series,,Game-Show,,,Disney+ Hotstar,US,,Rainshine Entertainment,IN,0
235416,1.783,Tunte,1,1,en,0,0.0,"Despite her flair for fashion, an ill-fated Tunte gets forced to work as a maid. But re-igniting hopes, a young man Rangan helps her forge a way to success.",False,,,2023-09-20,,True,Tunte,,Scripted,Returning Series,,,,,,US,,,,0
235417,0.6,Tutorial Sothanaigal,1,1,en,0,0.0,"When maths becomes an insurmountable challenge, Veera's father forces him to join tutorial classes. There he faces another challenge - the tutor.",False,,2022-02-04,2022-02-04,,True,Tutorial Sothanaigal,,Scripted,Returning Series,,,,,,US,,,,0
235418,2.033,Udho Udho Shri Renuka Yellamma,1,1,en,0,0.0,"Renuka and Yellamma, reincarnations of goddess Parvathi, have come to earth for the betterment of humankind. Witness their divinity and mesmerising powers.",False,,2023-09-20,2023-09-20,,True,Udho Udho Shri Renuka Yellamma,,Scripted,Returning Series,,,,,,US,,,,0
235419,26.243,Something In The Wind,1,15,th,0,0.0,"Daracha is a 35-year-old woman who is well-educated and has a simple life with a set routine. After the failure of her first love, she has never opened up her heart to anyone. That is, until one day, Wayu arrives into her world. The younger man is in his late twenties but loves to live his life freely, without the restrictions of a nine-to-five job and other societal expectations. Despite being so different from each other, the two fall in love and are happy. However, everyone around Daracha considers this relationship to be unacceptable as Wayu does not have a stable job like her and spends his life only today without planning for the future or taking quick actions when problems arise.",False,/y6EHentMKpEqYQyV655PNpHw08p.jpg,2023-09-06,2023-09-28,,True,ลมพัดผ่านดาว,/tWYAl99nJNGxFsoNg9zsWcz0klz.jpg,Scripted,Returning Series,,Drama,,th,Channel 7,TH,ภาษาไทย,,Thailand,0
235420,0.6,Ultimate Panga,1,1,en,0,0.0,"Host Rannvijay puts Kabaddi's superheroes through a series of tasks to test their skill and strength, and then takes on challenges set by them for him",False,,2015-07-14,2015-07-14,,True,Ultimate Panga,,Scripted,Returning Series,,,,,,US,,,,0
235421,0.6,V4 Viraat,1,1,en,0,0.0,"Follow the action-packed adventures of 11-year-old Viraat and his ‘grandmothers’, the four eccentric, hyper-active sisters who have taken him under their wing.",False,,2016-06-21,2016-06-21,,True,V4 Viraat,,Scripted,Returning Series,,,,,,US,,,,0
235422,0.6,Vaidhegi Kaathirundhaal,1,1,en,0,0.0,"To earn money, Poornima agrees to act as Amuthanayaki's daughter Vaidhegi, who's been missing. Little did she know about what she is getting into.",False,,2021-12-20,2021-12-20,,True,Vaidhegi Kaathirundhaal,,Scripted,Returning Series,,,,,,US,,,,0
235423,0.6,Vanambadi,1,1,en,0,0.0,"Anumol's passion for music knows no bounds and she finally meets her estranged father, the renowned singer Mohan Kumar. Will Mohan ever realise the truth?",False,,2017-01-30,2017-01-30,,True,Vanambadi,,Scripted,Returning Series,,,,,,US,,,,0
235424,1.826,Vantalakka,1,1,en,0,0.0,"After Murali's untimely death, Varalakshmi restarts her life and finds herself at odds with Vishnu, her imperious boss. Can this hate ever turn into love?",False,,2023-09-20,2023-09-20,,True,Vantalakka,,Scripted,Returning Series,,,,,,US,,,,0
235425,0.6,V Day Trippin with the Stars,1,1,en,0,0.0,"Watch a day in the life of your favourite Channel V stars as they share their experiences, and talk about what keeps them going, on V Day Trippin.",False,,2014-07-13,2014-07-13,,True,V Day Trippin with the Stars,,Scripted,Returning Series,,,,,,US,,,,0
235426,0.6,Veendum Chila Veettu Visheshangal,1,1,en,0,0.0,Get ready to laugh your lungs out! Your favourite comedians are here to share the best and worst of lock down - from failed experiments to hilarious stories to family moments and a lot more.,False,,2020-04-06,2020-04-06,,True,Veendum Chila Veettu Visheshangal,,Scripted,Returning Series,,,,,,US,,,,0
235427,0.6,Velammal,1,1,en,0,0.0,"A courageous warrior, a hero and the first queen to fight the East India Company. Above all, Velu Nachiyar was also a daughter who craved her father's approval.",False,,2021-04-12,2021-04-12,,True,Velammal,,Scripted,Returning Series,,,,,,US,,,,0
235428,0.6,We're Pregnant,1,1,en,0,0.0,Raghav and Priya are on the verge of separation when she finds out that she is expecting. Will this good news bring good vibes to their relationship?,False,,2022-01-05,2022-01-05,,True,We're Pregnant,,Scripted,Returning Series,,,,,,US,,,,0
235429,0.6,Wrong Way,1,1,en,0,0.0,"Shiva sets out to unwind at the picturesque Lonavala accompanied by his four friends. But their road trip turns deadly, with perils lurking at every corner.",False,,2023-01-08,2023-01-08,,True,Wrong Way,,Scripted,Returning Series,,,,,,US,,,,0
235430,3.84,Josh Johnson Stand-Up,1,14,en,0,0.0,Josh Johnson's standalone stand-up sets uploaded on his YouTube channel,False,/yz5ANBQHnSU1Rv92lNG6PARk6yd.jpg,2023-06-13,2023-09-27,https://m.youtube.com/playlist?list=PLBRnjFh3kVkDf49PAsp_FdWxguqaZSgba,True,Josh Johnson Stand-Up,/4geo3N3GAdKomQJWqU5USVbYvmf.jpg,Scripted,Returning Series,,Comedy,Josh Johnson,en,YouTube,US,English,,,15
235431,0.6,歷史與啟示,1,28,zh,0,0.0,,False,,1921-01-01,1921-07-09,,False,歷史與啟示,/zdHERbUItWatwzydNAkGoYTMG7Z.jpg,Documentary,Ended,,,,,,CN,,台湾福音书房,,0
235432,0.6,Yaache,1,1,en,0,0.0,"A newly married couple shifts into their new house. Though the beginning is blissful, with time, love fizzles out and expectations make way for problems.",False,,2021-11-09,2021-11-09,,True,Yaache,,Scripted,Returning Series,,Drama,,,,US,,,,0
235433,0.6,Yakshiyum Njanum,1,1,en,0,0.0,A couple lands in trouble after entering a temple haunted by the spirit of an evil tantrik. How will they save themselves from the terrifying nightmare that unfolds?,False,,2018-10-01,2018-10-01,,True,Yakshiyum Njanum,,Scripted,Returning Series,,,,,,US,,,,0
235434,1.783,Yeda Loyallo Indradhanasu,1,1,en,0,0.0,"On her journey to become an outstanding teacher, Amulya finds herself in the crosshairs of her corrupt boss. How will she surpass the challenges thrown her way?",False,,,2023-09-20,,True,Yeda Loyallo Indradhanasu,,Scripted,Returning Series,,,,,,US,,,,0
235435,0.6,Yeh Jawaani Ta Ra Ri Ri,1,1,en,0,0.0,"Meet Sid, Dodo and Cheeku three quirky yet loving brothers. Witness their fun-filled journey into adulthood as they tackle girl issues and build relationships.",False,,2014-05-16,2014-05-16,,True,Yeh Jawaani Ta Ra Ri Ri,,Scripted,Returning Series,,"Documentary,Sport",,,,US,,,IN,0
235436,0.6,Yuva,1,1,en,0,0.0,Yuva is a Telugu crime show on Maa Gold TV. Yuva showcases real teen crime cases from all over the country. This show is to help the youth to be aware and safe.,False,,2017-02-03,2017-02-03,,True,Yuva,,Scripted,Returning Series,,,,,,US,,,,0
235437,0.6,Nuvva Nena,1,1,en,0,0.0,"Nuvva Nena is a Telugu TV serial on Maa Gold TV. It's about the journey of Sher, who eventually stands up to his mother's tyranny. This family drama is set against a UP backdrop.",False,,2017-07-31,2017-07-31,,True,Nuvva Nena,,Scripted,Returning Series,,,,,,US,,,,0
235438,0.6,O MuddhuManase,1,1,en,0,0.0,"When all hope seems lost for Jhanavi, she crosses paths with Hruday and his father Manas. What does destiny have in store for this trio?",False,,2022-01-22,2022-01-22,,True,O MuddhuManase,,Scripted,Returning Series,,,,,,US,,,,0
235439,3.147,GalvOk,6,96,lt,0,0.0,,False,,2018-09-08,2023-09-23,,True,GalvOk,/dvt370gfuZbKupsudPc9cFue7Tu.jpg,Reality,Returning Series,,"Talk, Reality, Family",,,,LT,,,,0
235440,2.79,Face To Fate,1,1,zh,0,0.0,,False,,2023-09-25,2023-09-25,,True,Face To Fate,,Scripted,Returning Series,,,,,,CN,,,,0
235441,2.613,Surviving Paradise,1,9,en,0,0.0,"In this reality competition, players must form alliances and fight to move from the wilderness into a luxurious villa for a shot at a huge cash prize.",False,/pJUXrbTr04JoLR0jKuxLxaVRg5v.jpg,2023-10-20,,https://www.netflix.com/title/81266827,True,Surviving Paradise,/lXJBLEl0qt4P2Ejs4hibHxZ3U0C.jpg,Reality,In Production,"To reach heaven, you must first escape hell.",Reality,,en,Netflix,US,English,"Studio Lambert, RAW",United Kingdom,0
235442,0.6,神相李布衣,1,1,zh,0,0.0,,False,,,1984-12-03,,False,神相李布衣,/g1kGCTFvsNoY2i7eoHVYoD7bsjt.jpg,Scripted,Ended,,,,,,CN,,,,0
235443,0.853,Flip the Strip,1,1,en,0,0.0,"Headliners by night and expert tradesman by day, Ben Cleary, Dan Paterson, Liam Black and Malik Wills-Martin will work with celebrated interior designer Kelly Stone to turn their clients' humdrum homes into glitzy desert oases.",False,/8fNJlVK6r6S81HPaLcXg0xatTkT.jpg,2023-07-10,2023-07-10,https://www.hgtv.com/shows/flip-the-strip,True,Flip the Strip,,Scripted,Returning Series,,Reality,,en,HGTV,US,English,"Fourward, Den of Thieves, Home and Garden Television (HGTV)",United States of America,0
235444,1.796,The Adventures of Young Indiana Jones,1,22,en,1,7.0,"The boyhood adventures of the greatest action hero of all time: Indiana Jones. Young Indy travels the world, meeting some of the greatest figures of the early 20th century, and participating in the events that helped shape history.",False,/s9ha6YLPVNDJaWPVrH0c7yLVqPu.jpg,2002-01-13,2002-06-09,,False,The Adventures of Young Indiana Jones,/k5lpAMw826naZkUYs41Bvwauf7q.jpg,Scripted,Canceled,,Action & Adventure,George Lucas,en,,US,English,20th Century Studios,,0
235445,1.295,Sinan Canan ile Açık Beyin,1,1,tr,0,0.0,,False,,2023-09-16,2023-09-16,,True,Sinan Canan ile Açık Beyin,,Scripted,Returning Series,,,,,,TR,,,,0
235446,3.27,Web of Spider-Man,1,3,en,0,0.0,"After the mob has Gwen Stacy killed, Spider-man sets out to get revenge on those responsible. But as Spider-man's public image grows, he must decide who he wants to be: vigilante or hero.",False,,2023-09-12,2023-09-19,,True,Web of Spider-Man,/bS8GOcp83N1IPaU5pQbIHrj1QY5.jpg,Scripted,Returning Series,,,,,,US,,,,0
235447,0.6,Maya Nang Fah,1,23,th,0,0.0,"In a park, Alice, a 6-year-old girl, meets 12-year-old Rai Wat who is an orphan, after helping her, Alice's father decides to take Rai Wat to live with them. Alice's father has a small shoe store in his own house. Growing up, Rai Wat ends her journalism career and Alice decides to pursue her father's dream by making her own shoes to sell online. The friendship of these two children evolves over time from friendship to love.",False,,2014-10-06,2014-11-25,,False,มายานางฟ้า,/6xifyKtdn0lCSbqSbE6rzdFM0M0.jpg,Scripted,Ended,,"Drama, Comedy",,th,True4U,TH,ภาษาไทย,,,0
235448,0.835,Play It By Ear,1,6,en,2,9.0,"Lukas, originally from the Netherlands, and Mila, born and raised in California, are college sweethearts planning on moving in together after graduation. But when their careers and families force them to stay apart, they rise to the challenge of a long-distance relationship. Mila is accepted into a yearlong screenwriting program in Los Angeles, and Lukas moves across the world to work for a magazine in Amsterdam. For one year, they’ll try to make things work, but cracks in their bond appear sooner than expected.",False,/eF5JfJJ6lZnBKeFp2FDIVUiVXeR.jpg,2023-05-24,2023-06-21,,True,Play It By Ear,/zhHVgLFuwu9bj1gfiHMOb0nXkD1.jpg,Scripted,Returning Series,,"Comedy, Drama","Dillon Bentlage, Simon Kienitz Kincade, Emily Ann Zisko, Brian Reilly",,,US,,,,0
235449,0.6,水戸黄門のお年寄りの交通安全,1,1,ja,0,0.0,,False,,1997-06-05,1997-06-05,,True,水戸黄門のお年寄りの交通安全,/cjZdNEmmr1u5b8QIvbbk08QU5dz.jpg,Scripted,Returning Series,,,,,,JP,,,,0
235450,8.375,Rich Kids Hungary,1,15,hu,1,1.0,,False,,2023-09-18,2023-10-03,https://tv2play.hu/kogazdag_fiatalok,True,Kőgazdag Fiatalok,/1vuNbHzekYAQJSshHNmFRjQOtOB.jpg,Reality,Returning Series,,Reality,,hu,TV2,HU,Magyar,TV2,Hungary,50
235451,1.34,大岡越前,1,1,ja,0,0.0,,False,,1970-03-06,1970-03-06,,True,大岡越前,/6oNfZzGHXwGzg1wizROxHRvPJui.jpg,Scripted,Returning Series,,Drama,,,TBS,JP,,CAL,JP,0
235452,2.578,My Son Jeffrey: The Dahmer Family Tapes,1,1,en,0,0.0,Four-part never heard before conversations between the serial killer/cannibal Jeffrey Dahmer and his father Lionel.,False,,2023-09-18,2023-09-18,,True,My Son Jeffrey: The Dahmer Family Tapes,,Scripted,Returning Series,,Documentary,,,Fox Nation,US,,,,0
235453,0.6,2 Dudes & A Kitchen,1,1,en,0,0.0,"Friends Aaron Chen and Lee Keong stir in tips, tricks and shortcuts as they show how to rustle up quick and yummy dishes in 10 steps or less.",False,,2021-06-30,2021-06-30,,True,2 Dudes & A Kitchen,,Scripted,Returning Series,,,,,,US,,,,0
235454,0.6,Aavani,1,1,en,0,0.0,The story of a girl who would never give up,False,,2022-11-20,2022-11-20,,True,Aavani,,Scripted,Returning Series,,,,,,US,,,,0
235455,0.6,Animal Tales,1,1,en,0,0.0,The natural world is full of excitement but also stories of survival and cruelty. Discover tales of wildlife from around the world.,False,,2020-01-01,2020-01-01,,True,Animal Tales,,Scripted,Returning Series,,,,,,US,,,,0
235456,0.84,Sombras Inexplicables,1,5,es,0,0.0,,False,/d9WJ79RERlmk5Uyvsi8rAN889tS.jpg,,,,True,Sombras Inexplicables,/9mRTeN6pFZaNvc2SvbodaOZYtCw.jpg,Scripted,In Production,,"Mystery, Drama",Jhon Texis,es,YouTube Premium,MX,Español,"Dada Films, Sony Pictures, NBC",Mexico,0
235457,0.6,Apna Villa,1,1,en,0,0.0,"Nick and Tushar have decided to ramp up their game by renting out an expensive villa. When everything seems to be going their way, one video call from Tushar's office changes it forever.",False,,2022-10-19,2022-10-19,,True,Apna Villa,,Scripted,Returning Series,,,,,,US,,,,0
235458,0.6,Art investigation,1,1,en,0,0.0,"Art Investigation is a documentary series, each episode is devoted to a particular work. This series shows the story of the greatest works of art exhibited in French museums such as the Louvre or the Musée d'Orsay in order to understand better how they became famous.",False,,2011-01-01,2011-01-01,,True,Art investigation,,Scripted,Returning Series,,,,,,US,,,,0
235459,6.681,満天のゴール,1,2,ja,0,0.0,,False,/5tuhOAmHWpR7nsHvMWKghAhZHLn.jpg,2023-09-19,2023-09-26,,True,満天のゴール,/iEyK7NX30mQvNEK6ISx2ZiqC1zd.jpg,Scripted,Returning Series,,,,,,JP,,,,0
235460,0.6,Star Girl,1,1,ko,0,0.0,"Star Girl is a high-tension member variety show about YUQI, Chuu, and Tsuki’s special ability development to prepare for the space market that will succeed the K-pop market.",False,,,,,True,별의별걸,/na6hhc4JQOQvltaiJ7es1Q8CjBy.jpg,Scripted,Planned,,Reality,,ko,U+ Mobile TV,KR,한국어/조선말,"LG U+, STUDIO X+U",South Korea,0
235461,7.964,Sombras,1,1,es,0,0.0,,False,,2023-10-07,,,True,Sombras,,Scripted,Returning Series,,,,,,ES,,,,0
235462,0.6,Babette's Kitchen,1,1,en,0,0.0,"The expert in Creole flavours shares all her secrets with us from Mauritius, a real taste journey on the plate for a tasty cuisine with products from around the world. In her always direct style that makes your mouth water and smile, Babette gives us simple recipes, anecdotes and tricks to awaken your taste buds.",False,,2018-01-01,2018-01-01,,True,Babette's Kitchen,,Scripted,Returning Series,,,,,,US,,,FR,0
235463,0.6,Baby Little Singham,1,1,en,0,0.0,Baby Little Singham enthralls everyone with his antics and mischiefs while he embarks on adventures and fights villains.,False,,2022-09-05,2022-09-05,,True,Baby Little Singham,,Scripted,Returning Series,,,,,,US,,,,0
235464,0.6,BalanumRamayum,1,1,en,0,0.0,Story of Balan and Rama,False,,2023-04-10,2023-04-10,,True,BalanumRamayum,,Scripted,Returning Series,,,,,,US,,,,0
235465,0.6,Bal Ganesh ki Paathshala,1,1,en,0,0.0,Bal Ganesh - The god of Knowledge and Wisdom teaches the meaning and importance of various traditions that are followed in India.,False,,2020-09-06,2020-09-06,,True,Bal Ganesh ki Paathshala,,Scripted,Returning Series,,,,,,US,,,,0
235466,0.6,Battle Ops,1,1,en,0,0.0,"India's iconic military operations are depicted through recreations, archival pictures, footage, interviews and CGI that decipher the tactics, combat and strategy deployed.",False,,2018-01-26,2018-01-26,,True,Battle Ops,,Scripted,Returning Series,,,,,,US,,,,0
235467,2.039,Sombras,1,1,es,0,0.0,,False,,2023-09-20,2023-09-20,,True,Sombras,,Scripted,Returning Series,,,,,,ES,,,,0
235468,0.6,Sombras Inexplicables,1,1,es,0,0.0,,False,,,,,True,Sombras Inexplicables,,Scripted,Returning Series,,,,,,ES,,,,0
235469,1.009,Sombras Inexplicables,1,5,es,0,0.0,,False,/d9WJ79RERlmk5Uyvsi8rAN889tS.jpg,2024-01-13,,,True,Sombras Inexplicables,/9mRTeN6pFZaNvc2SvbodaOZYtCw.jpg,Scripted,In Production,,"Drama, Mystery, Sci-Fi & Fantasy",Jhon Texis,es,YouTube Premium,MX,Español,"Dada Films, Sony Pictures, NBC, YouTube Red",Mexico,0
235470,0.6,Bicycle Diaries,1,1,en,0,0.0,"Today, everything goes fast, including our travelling and visiting. But there is no substitute for discovering a country with a “go slow” approach, journeying at a leisurely pace. And when such an endeavor is undertaken by Nikki Muller, a Swiss-Phillipino model, the viewer is in for a beautiful and graceful experience.",False,,2012-01-01,2012-01-01,,True,Bicycle Diaries,,Scripted,Returning Series,,,,,,US,,,SG,0
235471,0.6,Bumper Chiri Aaghosham,1,1,en,0,0.0,The Kutty Singers are all set to amaze you,False,,2021-10-23,2021-10-23,,True,Bumper Chiri Aaghosham,,Scripted,Returning Series,,,,,,US,,,,0
235472,0.6,Bunty Billa Aur Babban,1,1,en,0,0.0,"The unscrupulous cat Billa tries every trick in the book to get rid of a pesky, but resourceful parrot named Bunty. However, Bunty counters every trick to protect her newfound turf from the rowdy cat. They are also joined by a donkey named Babban.",False,,2022-04-05,2022-04-05,,True,Bunty Billa Aur Babban,,Scripted,Returning Series,,,,,,US,,,,0
235473,0.6,Can Video Games Change the World?,1,1,en,0,0.0,"Two video game design studios travel to the Chinese desert to do research for their brand new desertification-themed games, as they attempt to answer the question ""Can video games change the world?""",False,,2022-11-08,2022-11-08,,True,Can Video Games Change the World?,,Scripted,Returning Series,,,,,,US,,,,0
235474,0.6,Chakh Le India,1,1,en,0,0.0,"A show that brings you India's rich cuisine to whet your appetite. Join our talented young chef, Aditya Bal as he travels to various parts of the country. It's a show that aims to travel, eat and learn - and becomes your ultimate Indian Food Guide.",False,,2013-03-01,2013-03-01,,True,Chakh Le India,,Scripted,Returning Series,,,,,,US,,,IN,0
235475,0.6,Chakh Le India - Kachcha Raasta,1,1,en,0,0.0,"ADITYA BAL, our favorite desi chef, is back on the road, and in this case, on the ‘Kachcha Raasta’. Yes! It’s time for CHAKH LE - INDIA again and this time around, Aditya hits the road less traveled into the unexplored, and forgotten pockets of India in his hunt for authentic flavors. The food he eats is finger-licking, burp-inducing fare from the length and breadth of the country.",False,,2011-01-01,2011-01-01,,True,Chakh Le India - Kachcha Raasta,,Scripted,Returning Series,,,,,,US,,,US,0
235476,0.6,Change is Classic,1,1,en,0,0.0,"A Father and Son with opposite personalities, rekindle their bond with each other with a shared love for motorcycling and road tripping",False,,2021-11-23,2021-11-23,,True,Change is Classic,,Scripted,Returning Series,,,,,,US,,,,0
235477,0.6,Cook With Nisha,1,1,en,0,0.0,"Sharing the flavors of life from Garhwal to Noida, Nisha shares her food recipes, kitchen hacks, and vlogs that keep your taste buds, alive, and your body, healthy.",False,,2021-07-01,2021-07-01,,True,Cook With Nisha,,Scripted,Returning Series,,,,,,US,,,,0
235478,0.6,Cruise the World,1,1,en,0,0.0,"Hosts from Hong Kong, China, Philippines and Taiwan will journey to each other's home country by cruise ship.",False,,2021-06-30,2021-06-30,,True,Cruise the World,,Scripted,Returning Series,,,,,,US,,,,0
235479,0.6,Decoding Disasters,1,1,en,0,0.0,"See how disasters in India unfold, and understand how they could have been mitigated through unfiltered tales from victims and rescue workers.",False,,2022-02-23,2022-02-23,,True,Decoding Disasters,,Scripted,Returning Series,,Documentary,,,,US,,,US,0
235480,0.6,Can This Love Be Translated?,1,1,ko,0,0.0,It tells the romance of top actors and multi-language interpreters.,False,,2024-07-01,,,True,이 사랑 통역 되나요?,,Scripted,Planned,romance,"Comedy, Drama","Hong Mi-ran, Hong Jeong-eun",ko,,KR,한국어/조선말,,,0
235483,1.296,ToonTubers,1,1,es,0,0.0,,False,/unvSC4t4rcpJ1iByCqmLRCLw8LD.jpg,2016-07-23,2016-07-23,,True,ToonTubers,/aqQYxqpdehjtMckWi9CU1dhFxd6.jpg,Scripted,In Production,,"Animation, Action & Adventure, Comedy","Vivian Arias, Camila Ferreira",es,Distrito Comedia,BR,Español,,,0
235484,47.019,Suidooster,9,1920,af,1,6.0,"Suidooster is a South African television soap opera produced by Suidooster Films which revolves around a matriarch, her family, friends and the people of Suidooster, a small shopping and business centre in the fictional Cape Town suburb of Ruiterbosch.",False,/i8iqYtAy9qcO5RSrA1f6fY1n6SN.jpg,2015-11-16,2023-10-03,https://www.dstv.com/m-net/en-za/show/suidooster,True,Suidooster,/u4tPY6df9atOne5soyW7vUyRgvD.jpg,Scripted,Returning Series,,Soap,,af,"kykNET, Showmax, kykNET & Kie",ZA,Afrikaans,Suidooster Films,South Africa,0
235485,1.421,哆啦A梦国语版,5,2,zh,0,0.0,,False,,1979-04-02,1979-04-02,,False,哆啦A梦国语版,/2xssEmGszEF6AOZOIk5ipgR9JtV.jpg,Scripted,Ended,,,"Keiko Yokozawa, Michiko Nomura, Noriko Ohara, Nobuyo Oyama, Kaneta Kimotsuki",zh,,CN,普通话,,,0
235486,0.6,Challenging Times,1,1,en,1,7.0,Kevin Myers hosts this quiz show for teams representing higher education institutes in Ireland.,False,,,,,False,Challenging Times,/mzTFmACuvA624XhQsLKX5cbhvDl.jpg,Scripted,Ended,,,,,,IE,,,,25
235487,0.6,高校铁金刚,1,1,zh,0,0.0,,False,,2009-11-07,2009-11-07,,True,高校铁金刚,,Scripted,Returning Series,,,,,,CN,,,,0
235488,0.6,Concentration,1,1,en,1,7.0,Game show hosted by Nick Jackson. Similar to Catch Phrase.,False,,,,,False,Concentration,/y96jWdbSMMtBXzXrWRkm2VcuLuT.jpg,Scripted,Ended,,,,en,,GB,English,,,30
235489,0.84,White Cat Legend,1,1,zh,0,0.0,"The series is adapted from the ancient-style detective work of the comic artist RC, titled ""White Cat Legend,"" and it tells the story of the mysterious new Assistant Minister of Dali Temple, Li Bing, leading the members of Dali Temple on thrilling investigations and adventures while safeguarding their inner sense of justice. The story takes place in the imperial capital under the rule of the empress. During a banquet at the Tang Palace, Li Bing, who is highly regarded by the empress, is appointed as the Assistant Minister of Dali Temple. Within Dali Temple, Chen Shi, Wang Qi, Alibaba, Cui Bei, and Sun Bao work together under the guidance of the newly appointed Assistant Minister, Li Bing, to unravel the layers of mist in the imperial capital. They support each other and defy their fate while upholding their inner sense of justice.",False,,,,,True,大理寺少卿游,/dkT7fJfK2KDDCqAkzg4vPsmCYiU.jpg,Scripted,In Production,,"Action,Adventure,Comedy",,zh,iQiyi,CN,普通话,"iQIYI, Beijing Enlight Media",CN,0
235490,1.46,Ture Sventon privatdetektiv,1,24,sv,0,0.0,,False,/fa5BDhoe387rfOg6bdwCRsFY8Z3.jpg,1989-12-01,1989-12-24,,True,Ture Sventon privatdetektiv,/3RLKtD8DA5JDAwm8cXsyhoxhY2V.jpg,Scripted,Returning Series,,Family,,sv,SVT,SE,svenska,SVT,Sweden,0
235491,0.6,Daivathinu Swantham Devootty,1,1,en,0,0.0,Story of an strong and independent woman,False,,2022-05-16,2022-05-16,,True,Daivathinu Swantham Devootty,,Scripted,Returning Series,,,,,,US,,,,0
235493,1.799,De Bondgenoten,1,1,nl,0,0.0,,False,/oXiXkLmzNyaycrLEGop0fnlVddP.jpg,2023-10-23,,,True,De Bondgenoten,,Reality,Returning Series,,Reality,,nl,SBS6,NL,Nederlands,Talpa Productions,NL,0
235494,0.6,Delicious Morning,1,1,en,0,0.0,"Bored with oatmeal and omelette for breakfast? We will give you much more ideas on how to make your morning fun and tasty spending not much time in the kitchen. The program ""Delicious Morning"" will bring you even more energy and good mood for the coming day!",False,,2022-01-01,2022-01-01,,True,Delicious Morning,,Scripted,Returning Series,,,,,,US,,,,0
235495,0.6,Dhruva Nakshatra,1,1,en,0,0.0,A Rich man who goes to fulfill his wifes oath whos in her death bed. The hero agrees to marry a girl whos half his age. The protagonists step sister marries the heros son and enters the same house. The Twist starts once the hero gets married to the heroin. The step sisters who were like soul sisters become enemies in the same house.,False,,2021-09-13,2021-09-13,,True,Dhruva Nakshatra,,Scripted,Returning Series,,,,,,US,,,,0
235496,0.6,Draw me what you see,1,1,en,0,0.0,"The talented illustrator Fred Benaglia shares his vision of drawing and gives us practical advice, for young and old drawers! A pencil and a sheet of paper, you don't need much material to make a drawing you can be proud of! To achieve this, you will be guided by Fred Benaglia, creator of Adélidélo, the mischievous little heroine of Pomme d'Api.",False,,2021-01-01,2021-01-01,,True,Draw me what you see,,Scripted,Returning Series,,,,,,US,,,,0
235497,0.6,Al Hajjaj (TV Series 2003),1,1,ar,1,9.0,"This biography of Al Hajjaj Bin Youssef Al Thaqafi looks back on his cruelty, his clemency and his loyalty, and paints the portrait of a controversial regent.",False,,,,,True,الحجاج,/oZtqErxbyTyTnr45QELs0jLQtkU.jpg,Scripted,Returning Series,,Drama,Adnan Al Awamleh,,,JO,,Arab Telemedia Productions,Jordan,0
235498,0.6,Ente Amma Superaa,1,1,en,0,0.0,Super exciting and thrilling performances by contestants,False,,2023-04-17,2023-04-17,,True,Ente Amma Superaa,,Scripted,Returning Series,,,,,,US,,,,0
235499,0.6,Expedition Borderlands With Levison Wood & Ash Bhardwaj,1,1,en,0,0.0,"In this series two well-known British explorers and TV hosts (Levison Wood and Ash Bhardwaj) will explore life alongside the volatile, geographically, culturally diverse border of India and Pakistan.",False,,2022-09-07,2022-09-07,,True,Expedition Borderlands With Levison Wood & Ash Bhardwaj,,Scripted,Returning Series,,Documentary,,,,US,,,,0
235500,0.6,Eye in the Sky: Nordic Wonders,1,1,en,0,0.0,We take you on a captivating journey across the sweeping landscapes of Iceland Greenland Norway Denmark and Sweden,False,,2023-03-21,2023-03-21,,True,Eye in the Sky: Nordic Wonders,,Scripted,Returning Series,,Documentary,,,CuriosityStream,US,,,,0
235501,0.6,Faces Of Durga Pujo,1,1,en,0,0.0,"Durga Pujo and Bengalis go hand in hand. Kolkata takes a different look during Pujo every year. But what makes Pujo what it is? There are so many people, who work tirelessly throughout the year to put together the biggest festival for the Bengalis.",False,,2019-10-04,2019-10-04,,True,Faces Of Durga Pujo,,Scripted,Returning Series,,,,,,US,,,,0
